delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delay_hours,delayed,delivery_status,delivery_rating,delivery_cost,cost_per_km,cost_per_kg
207,xpressbees,fragile items,truck,express,east,rainy,24.5,0.67,5,2,3,yes,delayed,2,174.12,7.106938775510204,259.88059701492534
208,ecom express,clothing,scooter,standard,west,rainy,194.3,29.51,6,24,-18,no,delivered,4,1060.03,5.4556356150283065,35.92104371399525
209,ekart,electronics,van,express,central,foggy,52.0,43.18,6,3,3,yes,delayed,3,439.54,8.452692307692308,10.179249652616953
210,amazon logistics,clothing,van,same day,north,clear,282.9,31.33,8,8,0,yes,delayed,2,1608.49,5.685719335454225,51.34024896265561
211,ekart,automobile parts,van,same day,north,cold,289.2,16.14,9,8,1,yes,failed,1,1594.42,5.513208852005533,98.78686493184635
212,xpressbees,cosmetics,ev bike,standard,east,cold,257.9,45.92,5,24,-19,no,delivered,3,1427.26,5.534160527336177,31.08144599303136
213,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.79,12,8,4,yes,delayed,2,1519.87,5.884126984126984,35.51928020565553
214,fedex,pharmacy,ev van,express,central,rainy,288.4,44.12,9,7,2,yes,delayed,2,1624.36,5.632316227461859,36.816863100634635
215,xpressbees,groceries,van,express,east,hot,86.5,37.04,3,3,0,no,delivered,4,593.62,6.862658959537573,16.026457883369332
216,ekart,automobile parts,ev van,same day,south,stormy,157.3,4.51,9,8,1,yes,delayed,2,900.03,5.721741894469167,199.56319290465632
217,delhivery,clothing,ev van,standard,central,rainy,41.0,29.25,6,24,-18,no,delivered,5,292.75,7.140243902439025,10.008547008547009
218,delhivery,documents,van,standard,central,foggy,137.4,27.87,7,24,-17,no,delivered,3,770.61,5.608515283842794,27.65016146393972
219,fedex,clothing,ev bike,standard,north,clear,32.3,46.58,1,24,-23,no,delivered,4,301.24,9.326315789473686,6.467153284671533
220,ecom express,fragile items,van,express,central,clear,207.8,40.12,6,6,0,yes,delayed,2,1209.36,5.819826756496631,30.14356929212363
221,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,3,24,-21,no,delivered,4,155.2,6.576271186440677,12.516129032258064
222,fedex,cosmetics,ev bike,standard,south,clear,258.0,37.92,8,24,-16,no,delivered,4,1403.76,5.44093023255814,37.01898734177215
223,xpressbees,automobile parts,van,same day,north,cold,255.6,18.93,7,8,-1,no,delivered,5,1434.79,5.613419405320814,75.7945060750132
224,blue dart,clothing,scooter,standard,north,cold,289.7,19.13,5,24,-19,no,delivered,5,1505.89,5.198101484294098,78.71876633559854
225,xpressbees,automobile parts,ev van,express,north,rainy,9.1,45.65,5,2,3,yes,delayed,3,232.45,25.543956043956044,5.092004381161008
226,ekart,clothing,truck,standard,west,foggy,245.8,4.19,5,24,-19,no,delivered,5,1241.57,5.05113913751017,296.3174224343675
227,amazon logistics,cosmetics,ev bike,two day,central,hot,88.6,8.67,3,16,-13,no,delivered,3,469.01,5.293566591422122,54.095732410611305
228,shadowfax,cosmetics,ev bike,standard,central,rainy,59.6,20.84,7,24,-17,no,delivered,4,360.52,6.048993288590603,17.299424184261035
229,fedex,fragile items,bike,express,east,hot,225.4,22.3,5,6,-1,no,delivered,5,1243.9,5.518633540372671,55.780269058295964
230,blue dart,clothing,scooter,express,south,clear,36.9,45.45,2,2,0,yes,delayed,3,370.85,10.050135501355015,8.159515951595159
231,fedex,automobile parts,ev van,same day,central,stormy,262.9,31.73,16,8,8,yes,delayed,2,1509.69,5.742449600608597,47.579262527576425
232,amazon logistics,fragile items,scooter,standard,central,clear,262.7,28.7,5,24,-19,no,delivered,5,1399.6,5.327750285496764,48.76655052264808
233,delhivery,electronics,ev van,two day,east,hot,167.2,35.91,7,16,-9,no,delivered,3,943.73,5.644318181818182,26.280423280423282
234,xpressbees,pharmacy,van,express,south,hot,127.4,3.49,3,4,-1,no,delivered,3,697.47,5.474646781789639,199.84813753581662
235,fedex,fragile items,ev van,standard,central,foggy,267.0,26.49,11,24,-13,no,delivered,3,1414.47,5.297640449438203,53.39637599093998
236,xpressbees,furniture,truck,same day,south,cold,214.0,34.34,7,8,-1,no,delivered,4,1273.02,5.948691588785047,37.071054164239946
237,shadowfax,groceries,bike,same day,east,stormy,10.6,42.68,5,8,-3,no,delivered,5,281.04,26.513207547169813,6.5848172446110596
238,dhl,documents,scooter,same day,central,rainy,124.2,1.02,7,8,-1,no,delivered,5,724.06,5.829790660225442,709.8627450980391
239,ekart,furniture,ev van,two day,north,stormy,129.5,13.38,7,16,-9,no,delivered,4,687.64,5.30996138996139,51.393124065769804
240,shadowfax,automobile parts,scooter,express,south,foggy,257.0,10.83,7,7,0,yes,delayed,2,1367.49,5.320972762645915,126.26869806094183
241,blue dart,pharmacy,scooter,two day,south,hot,264.9,43.16,9,16,-7,no,delivered,5,1453.98,5.488788221970555,33.68813716404078
242,shadowfax,cosmetics,bike,two day,west,stormy,163.5,19.83,8,16,-8,no,delivered,5,876.99,5.363853211009174,44.22541603630863
243,delhivery,fragile items,truck,same day,north,hot,34.6,47.42,3,8,-5,no,delivered,4,415.26,12.001734104046243,8.757064529734288
244,shadowfax,fragile items,ev bike,two day,north,rainy,183.1,38.15,13,16,-3,no,delivered,4,1029.95,5.6250682687056255,26.997378768020972
245,shadowfax,groceries,ev van,standard,south,clear,138.7,43.15,3,24,-21,no,delivered,5,822.95,5.933309300648883,19.07184241019699
246,delhivery,cosmetics,ev van,same day,south,foggy,127.5,41.92,6,8,-2,no,delivered,5,863.26,6.770666666666666,20.593034351145036
247,xpressbees,documents,ev van,standard,west,clear,295.3,8.06,10,24,-14,no,delivered,4,1500.68,5.0818828310193025,186.18858560794044
248,dhl,pharmacy,ev van,express,central,foggy,297.1,2.64,12,7,5,yes,delayed,3,1551.92,5.223561090541905,587.8484848484849
249,amazon logistics,documents,truck,same day,east,foggy,123.5,29.37,8,8,0,yes,delayed,2,805.61,6.523157894736842,27.42969016002724
250,delhivery,automobile parts,ev bike,standard,south,stormy,280.4,3.78,11,24,-13,no,delivered,4,1413.34,5.0404422253922965,373.8994708994709
251,blue dart,cosmetics,truck,express,west,hot,74.1,28.64,3,3,0,yes,failed,1,506.42,6.834278002699056,17.682262569832403
252,fedex,pharmacy,bike,express,west,cold,58.9,11.97,2,3,-1,no,delivered,3,380.41,6.458573853989813,31.780284043441938
253,blue dart,furniture,bike,standard,north,clear,197.4,47.42,8,24,-16,no,delivered,5,1129.26,5.720668693009118,23.814002530577813
254,ekart,furniture,bike,same day,central,foggy,150.6,22.4,7,8,-1,no,delivered,4,920.2,6.110225763612219,41.080357142857146
255,shadowfax,fragile items,van,two day,east,hot,224.0,31.45,4,16,-12,no,delivered,3,1214.35,5.421205357142857,38.6120826709062
256,blue dart,documents,van,two day,west,rainy,33.9,29.91,4,16,-12,no,delivered,5,259.23,7.646902654867257,8.667001003009027
257,xpressbees,fragile items,truck,two day,north,cold,145.2,46.17,5,16,-11,no,delivered,3,864.51,5.9539256198347115,18.724496426250813
258,delhivery,documents,truck,two day,central,stormy,204.9,41.15,9,16,-7,no,delivered,4,1147.95,5.602489019033675,27.896719319562578
259,blue dart,clothing,van,standard,central,foggy,150.8,39.64,6,24,-18,no,delivered,3,872.92,5.788594164456232,22.021190716448032
260,shadowfax,cosmetics,ev bike,standard,central,clear,86.6,16.17,3,24,-21,no,delivered,5,481.51,5.560161662817552,29.77798392084106
261,amazon logistics,cosmetics,ev van,standard,east,stormy,150.7,17.56,8,24,-16,no,delivered,4,806.18,5.349568679495687,45.91002277904328
262,blue dart,groceries,scooter,two day,north,clear,176.0,18.92,5,16,-11,no,delivered,4,936.76,5.3225,49.51162790697674
263,ekart,pharmacy,scooter,standard,east,rainy,165.6,18.69,7,24,-17,no,delivered,3,884.07,5.338586956521739,47.301765650080256
264,ecom express,cosmetics,ev van,two day,west,foggy,170.2,44.12,5,16,-11,no,delivered,5,983.36,5.777673325499413,22.2883046237534
265,ecom express,fragile items,ev van,express,east,clear,133.4,24.33,4,4,0,yes,failed,2,789.99,5.921964017991004,32.46979038224415
266,shadowfax,automobile parts,scooter,same day,east,clear,100.0,33.34,4,8,-4,no,delivered,3,700.02,7.0001999999999995,20.996400719856027
267,fedex,fragile items,truck,two day,south,cold,22.1,11.47,1,16,-15,no,delivered,5,144.91,6.557013574660633,12.63382737576286
268,dhl,groceries,truck,two day,west,foggy,14.9,49.35,4,16,-12,no,delivered,3,222.55,14.936241610738255,4.509625126646403
269,shadowfax,documents,truck,standard,east,clear,160.6,48.08,6,24,-18,no,delivered,4,947.24,5.898132004981321,19.701331114808653
270,shadowfax,electronics,ev van,express,west,rainy,257.8,30.28,7,7,0,yes,failed,1,1429.84,5.546314972847168,47.22060766182298
271,ekart,pharmacy,bike,standard,north,stormy,235.9,46.05,11,24,-13,no,delivered,3,1317.65,5.58562950402713,28.613463626492948
272,delhivery,pharmacy,truck,express,south,cold,161.3,41.74,5,5,0,no,delivered,3,981.72,6.086298822070676,23.51988500239578
273,blue dart,cosmetics,scooter,express,central,foggy,192.2,4.85,7,5,2,yes,delayed,2,1025.55,5.335848074921956,211.4536082474227
274,ecom express,electronics,ev bike,two day,west,rainy,293.0,48.5,9,16,-7,no,delivered,5,1610.5,5.496587030716723,33.20618556701031
275,dhl,cosmetics,truck,same day,west,foggy,290.2,15.21,11,8,3,yes,delayed,3,1596.63,5.501826326671262,104.97238658777121
276,fedex,fragile items,ev bike,standard,east,hot,297.1,10.39,5,24,-19,no,delivered,4,1523.17,5.126792325816223,146.59961501443695
277,fedex,cosmetics,ev van,express,east,clear,5.9,49.52,1,2,-1,no,delivered,4,228.09,38.659322033898306,4.606017770597738
278,amazon logistics,furniture,ev bike,same day,west,stormy,191.2,5.3,8,8,0,yes,delayed,3,1071.9,5.606171548117156,202.24528301886795
279,delhivery,electronics,ev van,same day,west,foggy,223.8,32.15,8,8,0,yes,delayed,2,1315.45,5.877792672028597,40.91601866251944
280,delhivery,furniture,ev bike,two day,east,cold,31.8,46.64,2,16,-14,no,delivered,5,298.92,9.4,6.409090909090909
281,ekart,pharmacy,truck,standard,central,foggy,109.6,49.52,5,24,-19,no,delivered,5,696.68,6.3565693430656935,14.0686591276252
282,fedex,pharmacy,van,two day,south,stormy,50.4,43.7,9,16,-7,no,delivered,5,383.1,7.601190476190477,8.766590389016018
283,xpressbees,pharmacy,van,two day,south,hot,116.0,45.04,3,16,-13,no,delivered,4,715.12,6.164827586206896,15.877442273534637
284,fedex,furniture,van,standard,west,hot,132.9,24.05,3,24,-21,no,delivered,5,736.65,5.542889390519187,30.62993762993763
285,dhl,furniture,truck,same day,west,clear,54.3,47.84,2,8,-6,no,delivered,5,515.02,9.484714548802947,10.765468227424748
286,ecom express,documents,ev bike,same day,east,foggy,149.3,9.87,6,8,-2,no,delivered,3,876.11,5.8681178834561285,88.76494427558258
287,blue dart,pharmacy,van,two day,central,clear,57.1,12.91,4,16,-12,no,delivered,5,324.23,5.678283712784588,25.1146398140976
288,shadowfax,documents,truck,standard,central,clear,276.8,10.69,12,24,-12,no,delivered,4,1416.07,5.115859826589595,132.466791393826
289,fedex,furniture,van,standard,south,foggy,51.7,34.82,5,24,-19,no,delivered,5,362.96,7.020502901353964,10.423894313612866
290,fedex,groceries,truck,two day,west,foggy,154.3,1.91,4,16,-12,no,delivered,5,777.23,5.037135450421257,406.9267015706807
291,amazon logistics,cosmetics,ev bike,standard,central,hot,103.9,11.4,4,24,-20,no,delivered,5,553.7,5.329162656400385,48.57017543859649
292,ekart,automobile parts,van,express,central,hot,127.4,22.72,6,4,2,yes,delayed,2,755.16,5.927472527472527,33.23767605633803
293,ecom express,pharmacy,van,express,east,cold,117.4,18.36,3,4,-1,no,delivered,4,692.08,5.895059625212947,37.694989106753816
294,ekart,clothing,scooter,same day,west,rainy,293.6,0.67,10,8,2,yes,failed,1,1569.17,5.34458446866485,2342.0447761194027
295,fedex,cosmetics,van,express,west,stormy,199.4,11.71,8,5,3,yes,delayed,2,1082.13,5.4269307923771315,92.41076003415884
296,fedex,documents,van,two day,central,clear,15.6,2.87,1,16,-15,no,delivered,5,95.6674,6.132525641025641,33.333588850174216
297,amazon logistics,electronics,bike,standard,south,foggy,250.7,11.8,7,24,-17,no,delivered,4,1288.9,5.141204627044277,109.22881355932203
298,dhl,clothing,ev van,same day,north,clear,164.1,25.8,2,8,-6,no,delivered,5,997.9,6.0810481413772095,38.678294573643406
299,ekart,automobile parts,ev van,same day,west,cold,35.8,18.21,3,8,-5,no,delivered,4,333.63,9.31927374301676,18.321252059308073
300,delhivery,groceries,scooter,same day,west,stormy,142.0,41.28,6,8,-2,no,delivered,5,933.84,6.5763380281690145,22.622093023255815
301,dhl,clothing,ev van,standard,central,clear,40.9,19.04,2,24,-22,no,delivered,5,261.62,6.3965770171149146,13.740546218487395
302,amazon logistics,clothing,scooter,express,north,foggy,167.7,20.09,7,5,2,yes,delayed,3,948.77,5.657543231961837,47.22598307615729
303,delhivery,pharmacy,van,two day,north,hot,111.8,15.89,3,16,-13,no,delivered,4,606.67,5.426386404293381,38.17935808684707
304,ecom express,cosmetics,bike,same day,east,hot,21.0,8.0,0,8,-8,no,delivered,4,229.0,10.904761904761905,28.625
305,fedex,groceries,truck,standard,west,hot,196.4,10.26,4,24,-20,no,delivered,3,1012.78,5.156720977596741,98.71150097465888
306,blue dart,electronics,van,same day,central,stormy,70.8,46.37,8,8,0,yes,delayed,2,593.11,8.37725988700565,12.790813025663144
307,ekart,groceries,scooter,two day,west,cold,230.1,25.52,8,16,-8,no,delivered,4,1227.06,5.332724902216428,48.08228840125392
308,fedex,pharmacy,scooter,two day,west,cold,271.2,45.63,9,16,-7,no,delivered,5,1492.89,5.504756637168142,32.7172912557528
309,ekart,clothing,ev van,standard,south,foggy,73.6,30.03,4,24,-20,no,delivered,3,458.09,6.224048913043478,15.254412254412253
310,delhivery,documents,ev bike,standard,east,cold,92.4,17.36,1,24,-23,no,delivered,4,514.08,5.5636363636363635,29.612903225806456
311,shadowfax,electronics,bike,standard,north,hot,14.9,49.46,1,24,-23,no,delivered,5,222.88,14.958389261744966,4.506267691063486
312,xpressbees,furniture,bike,express,west,clear,145.0,3.55,5,4,1,yes,delayed,3,785.65,5.418275862068965,221.30985915492957
313,blue dart,clothing,bike,two day,north,hot,252.2,46.23,9,16,-7,no,delivered,4,1399.69,5.549920697858843,30.276660177374
314,ekart,clothing,scooter,express,north,rainy,33.9,21.07,4,2,2,yes,delayed,2,282.71,8.33952802359882,13.41765543426673
315,ekart,clothing,ev bike,two day,north,cold,51.2,39.62,2,16,-14,no,delivered,5,374.86,7.321484375,9.46138313982837
316,shadowfax,cosmetics,bike,standard,central,rainy,223.6,40.23,12,24,-12,no,delivered,5,1238.69,5.539758497316638,30.79020631369625
317,xpressbees,furniture,scooter,two day,north,foggy,191.8,15.48,6,16,-10,no,delivered,3,1005.44,5.242127215849844,64.95090439276485
318,xpressbees,automobile parts,bike,two day,south,cold,60.6,4.14,2,16,-14,no,delivered,3,315.42,5.204950495049505,76.18840579710145
319,ecom express,groceries,truck,two day,central,hot,52.2,39.45,1,16,-15,no,delivered,4,379.35,7.267241379310345,9.615969581749049
320,xpressbees,clothing,ev bike,same day,north,clear,22.1,36.84,3,8,-5,no,delivered,5,321.02,14.525791855203618,8.71389793702497
321,ekart,clothing,truck,same day,east,cold,6.3,13.42,1,8,-7,no,delivered,4,171.76,27.263492063492063,12.798807749627422
322,delhivery,automobile parts,ev van,standard,north,foggy,127.4,42.36,8,24,-16,no,delivered,4,764.08,5.997488226059654,18.03777148253069
323,shadowfax,pharmacy,ev bike,two day,east,stormy,33.2,27.73,7,16,-9,no,delivered,5,249.19,7.505722891566264,8.986296429859358
324,ecom express,documents,ev bike,same day,central,clear,88.3,38.22,4,8,-4,no,delivered,5,656.16,7.431030577576444,17.167974882260598
325,ecom express,pharmacy,scooter,same day,south,clear,262.3,23.86,6,8,-2,no,delivered,5,1483.08,5.654136484940907,62.15758591785415
326,ekart,pharmacy,ev van,express,east,foggy,15.8,4.79,1,2,-1,no,delivered,4,143.37,9.074050632911392,29.931106471816285
327,ekart,clothing,truck,standard,central,foggy,239.2,4.47,8,24,-16,no,delivered,5,1209.41,5.0560618729097,270.56152125279647
328,delhivery,cosmetics,bike,same day,east,clear,115.1,33.73,5,8,-3,no,delivered,3,776.69,6.747958297132929,23.026682478505784
329,blue dart,clothing,bike,same day,central,clear,124.2,49.52,6,8,-2,no,delivered,4,870.85,7.011674718196457,17.585823909531502
330,fedex,clothing,ev van,standard,south,hot,291.8,38.8,7,24,-17,no,delivered,4,1575.4,5.398903358464702,40.60309278350516
331,fedex,cosmetics,scooter,two day,south,stormy,171.0,23.14,12,16,-4,no,delivered,5,924.42,5.405964912280702,39.94900605012964
332,dhl,furniture,van,standard,north,stormy,12.0,43.81,5,24,-19,no,delivered,5,191.43,15.9525,4.369550330974663
333,ekart,clothing,ev bike,same day,south,stormy,238.4,24.39,11,8,3,yes,delayed,3,1365.17,5.72638422818792,55.97252972529726
334,amazon logistics,electronics,ev bike,standard,north,cold,166.8,28.47,4,24,-20,no,delivered,5,919.41,5.512050359712229,32.29399367755532
335,fedex,pharmacy,bike,two day,east,foggy,233.3,16.84,7,16,-9,no,delivered,5,1217.02,5.216545220745821,72.26959619952494
336,amazon logistics,cosmetics,truck,express,north,cold,46.2,34.0,2,2,0,no,delivered,4,383.0,8.29004329004329,11.264705882352942
337,ecom express,clothing,ev van,express,north,rainy,79.5,28.58,7,3,4,yes,delayed,3,533.24,6.707421383647799,18.65780265920224
338,ekart,groceries,van,same day,east,hot,273.2,47.03,9,8,1,yes,delayed,2,1607.09,5.8824670571010245,34.17159260046778
339,blue dart,groceries,truck,two day,west,stormy,129.5,19.91,9,16,-7,no,delivered,3,707.23,5.461235521235522,35.52134605725766
340,ecom express,automobile parts,scooter,same day,north,rainy,153.7,24.73,6,8,-2,no,delivered,4,942.69,6.133311646063762,38.11928831378892
341,shadowfax,fragile items,ev bike,same day,west,clear,193.3,8.82,4,8,-4,no,delivered,4,1092.96,5.654216244180031,123.91836734693878
342,ekart,documents,bike,standard,east,clear,159.0,38.64,8,24,-16,no,delivered,5,910.92,5.729056603773585,23.574534161490682
343,shadowfax,furniture,truck,two day,north,stormy,225.4,49.16,12,16,-4,no,delivered,5,1274.48,5.65430346051464,25.925142392188775
344,fedex,automobile parts,van,same day,east,clear,67.7,48.92,5,8,-3,no,delivered,3,585.26,8.644903988183161,11.963614063777596
345,ecom express,groceries,truck,standard,central,stormy,276.3,23.98,13,24,-11,no,delivered,4,1453.44,5.260369163952226,60.61050875729775
346,ekart,clothing,van,express,east,hot,17.1,26.57,1,2,-1,no,delivered,5,215.21,12.585380116959064,8.099736544975537
347,ecom express,documents,ev van,same day,central,hot,150.4,15.12,5,8,-3,no,delivered,5,897.36,5.966489361702128,59.349206349206355
348,ecom express,pharmacy,ev van,two day,central,clear,297.1,48.54,7,16,-9,no,delivered,5,1632.7206,5.495525412319084,33.636600741656366
349,blue dart,automobile parts,scooter,same day,south,clear,198.0,5.95,7,8,-1,no,delivered,4,1107.85,5.59520202020202,186.19327731092434
350,blue dart,documents,bike,express,north,rainy,145.2,38.94,7,4,3,yes,delayed,3,892.82,6.148898071625345,22.928094504365692
